,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
918,2023-12-18,6,0022300354,1610612766,CHA,Charlotte,Hornets,7-18,27,25,29,18,0,0,0,0,0,0,0,0,0,0,99,0.438,1.0,0.25,18,36,12
919,2023-12-18,6,0022300354,1610612761,TOR,Toronto,Raptors,11-15,19,29,31,35,0,0,0,0,0,0,0,0,0,0,114,0.512,0.818,0.276,30,51,17
920,2023-12-18,7,0022300355,1610612763,MEM,Memphis,Grizzlies,6-19,26,27,13,31,0,0,0,0,0,0,0,0,0,0,97,0.353,0.857,0.352,25,45,22
921,2023-12-18,7,0022300355,1610612760,OKC,Oklahoma City,Thunder,17-8,34,34,26,22,0,0,0,0,0,0,0,0,0,0,116,0.457,0.913,0.306,31,53,12
922,2023-12-18,8,0022300356,1610612742,DAL,Dallas,Mavericks,16-10,20,39,21,24,0,0,0,0,0,0,0,0,0,0,104,0.446,0.474,0.342,19,43,11
923,2023-12-18,8,0022300356,1610612743,DEN,Denver,Nuggets,18-10,28,40,30,32,0,0,0,0,0,0,0,0,0,0,130,0.563,0.818,0.538,29,46,8
924,2023-12-18,9,0022300357,1610612751,BKN,Brooklyn,Nets,13-13,28,31,23,26,0,0,0,0,0,0,0,0,0,0,108,0.433,0.7,0.41,25,36,13
925,2023-12-18,9,0022300357,1610612762,UTA,Utah,Jazz,10-17,28,26,34,37,0,0,0,0,0,0,0,0,0,0,125,0.495,0.875,0.412,30,51,14
926,2023-12-18,10,0022300358,1610612764,WAS,Washington,Wizards,4-22,31,25,35,40,0,0,0,0,0,0,0,0,0,0,131,0.518,0.833,0.474,26,39,11
927,2023-12-18,10,0022300358,1610612758,SAC,Sacramento,Kings,16-9,27,39,46,31,0,0,0,0,0,0,0,0,0,0,143,0.53,0.769,0.395,35,42,7
928,2023-12-18,11,0022300359,1610612752,NYK,New York,Knicks,15-11,35,22,33,24,0,0,0,0,0,0,0,0,0,0,114,0.477,0.87,0.333,21,52,15
929,2023-12-18,11,0022300359,1610612747,LAL,Los Angeles,Lakers,15-12,27,31,22,29,0,0,0,0,0,0,0,0,0,0,109,0.424,0.923,0.317,29,41,10
930,2023-12-17,1,0022300344,1610612753,ORL,Orlando,Magic,16-9,31,19,24,23,0,0,0,0,0,0,0,0,0,0,97,0.382,0.75,0.306,18,43,8
931,2023-12-17,1,0022300344,1610612738,BOS,Boston,Celtics,20-5,27,34,22,31,0,0,0,0,0,0,0,0,0,0,114,0.474,0.875,0.472,18,55,14
932,2023-12-17,2,0022300345,1610612740,NOP,New Orleans,Pelicans,16-11,33,28,44,41,0,0,0,0,0,0,0,0,0,0,146,0.561,0.636,0.524,38,51,13
933,2023-12-17,2,0022300345,1610612759,SAS,San Antonio,Spurs,4-21,20,31,27,32,0,0,0,0,0,0,0,0,0,0,110,0.426,0.714,0.357,29,39,13
934,2023-12-17,3,0022300346,1610612745,HOU,Houston,Rockets,13-10,28,32,31,28,0,0,0,0,0,0,0,0,0,0,119,0.529,0.857,0.407,26,31,9
935,2023-12-17,3,0022300346,1610612749,MIL,Milwaukee,Bucks,19-7,33,38,29,28,0,0,0,0,0,0,0,0,0,0,128,0.5,0.781,0.361,25,46,15
936,2023-12-17,4,0022300347,1610612764,WAS,Washington,Wizards,4-21,29,29,31,19,0,0,0,0,0,0,0,0,0,0,108,0.411,0.8,0.304,24,44,10
937,2023-12-17,4,0022300347,1610612756,PHX,Phoenix,Suns,14-12,21,25,35,31,0,0,0,0,0,0,0,0,0,0,112,0.456,0.767,0.226,29,54,17
938,2023-12-17,5,0022300348,1610612744,GSW,Golden State,Warriors,12-14,27,38,24,29,0,0,0,0,0,0,0,0,0,0,118,0.529,0.684,0.342,31,43,14
939,2023-12-17,5,0022300348,1610612757,POR,Portland,Trail Blazers,6-19,23,26,35,30,0,0,0,0,0,0,0,0,0,0,114,0.471,0.913,0.371,23,37,13
940,2023-12-16,1,0022300334,1610612765,DET,Detroit,Pistons,2-24,20,36,27,31,0,0,0,0,0,0,0,0,0,0,114,0.448,0.846,0.214,25,36,8
941,2023-12-16,1,0022300334,1610612749,MIL,Milwaukee,Bucks,18-7,43,38,33,32,0,0,0,0,0,0,0,0,0,0,146,0.568,0.844,0.452,24,49,14
942,2023-12-16,2,0022300335,1610612755,PHI,Philadelphia,76ers,18-7,33,40,27,35,0,0,0,0,0,0,0,0,0,0,135,0.602,0.882,0.452,30,45,10
943,2023-12-16,2,0022300335,1610612766,CHA,Charlotte,Hornets,7-17,17,27,15,23,0,0,0,0,0,0,0,0,0,0,82,0.363,0.818,0.2,15,36,11
944,2023-12-16,3,0022300336,1610612737,ATL,Atlanta,Hawks,10-15,28,24,29,38,0,0,0,0,0,0,0,0,0,0,119,0.482,0.88,0.417,21,34,11
945,2023-12-16,3,0022300336,1610612739,CLE,Cleveland,Cavaliers,14-12,41,29,22,35,0,0,0,0,0,0,0,0,0,0,127,0.485,0.867,0.381,32,49,10
946,2023-12-16,4,0022300337,1610612741,CHI,Chicago,Bulls,10-17,24,33,23,36,0,0,0,0,0,0,0,0,0,0,116,0.481,0.897,0.421,25,40,14
947,2023-12-16,4,0022300337,1610612748,MIA,Miami,Heat,15-11,36,22,33,27,0,0,0,0,0,0,0,0,0,0,118,0.518,0.76,0.371,26,31,10
948,2023-12-16,5,0022300338,1610612754,IND,Indiana,Pacers,13-11,20,35,23,31,0,0,0,0,0,0,0,0,0,0,109,0.5,0.813,0.286,25,40,13
949,2023-12-16,5,0022300338,1610612750,MIN,Minnesota,Timberwolves,19-5,23,34,38,32,0,0,0,0,0,0,0,0,0,0,127,0.558,0.813,0.6,33,36,15
950,2023-12-16,6,0022300339,1610612751,BKN,Brooklyn,Nets,13-12,25,29,35,31,0,0,0,0,0,0,0,0,0,0,120,0.484,0.867,0.395,31,42,16
951,2023-12-16,6,0022300339,1610612744,GSW,Golden State,Warriors,11-14,32,38,25,29,0,0,0,0,0,0,0,0,0,0,124,0.484,0.95,0.531,29,42,14
952,2023-12-16,7,0022300340,1610612760,OKC,Oklahoma City,Thunder,16-8,27,27,31,33,0,0,0,0,0,0,0,0,0,0,118,0.512,0.833,0.333,22,40,10
953,2023-12-16,7,0022300340,1610612743,DEN,Denver,Nuggets,17-10,31,25,31,30,0,0,0,0,0,0,0,0,0,0,117,0.452,0.875,0.375,30,46,9
954,2023-12-16,8,0022300341,1610612742,DAL,Dallas,Mavericks,16-9,36,38,36,21,0,0,0,0,0,0,0,0,0,0,131,0.495,0.905,0.34,27,47,12
955,2023-12-16,8,0022300341,1610612757,POR,Portland,Trail Blazers,6-18,39,24,36,21,0,0,0,0,0,0,0,0,0,0,120,0.5,0.864,0.219,17,44,11
956,2023-12-16,9,0022300342,1610612762,UTA,Utah,Jazz,9-17,23,27,26,28,0,0,0,0,0,0,0,0,0,0,104,0.442,0.762,0.324,28,37,12
957,2023-12-16,9,0022300342,1610612758,SAC,Sacramento,Kings,15-9,35,27,44,19,0,0,0,0,0,0,0,0,0,0,125,0.541,0.733,0.489,36,45,14
958,2023-12-16,10,0022300343,1610612752,NYK,New York,Knicks,14-11,33,33,32,24,0,0,0,0,0,0,0,0,0,0,122,0.468,0.885,0.314,20,39,10
959,2023-12-16,10,0022300343,1610612746,LAC,LA,Clippers,15-10,35,42,37,30,0,0,0,0,0,0,0,0,0,0,144,0.568,0.824,0.485,36,42,8
960,2023-12-15,1,0022300326,1610612740,NOP,New Orleans,Pelicans,15-11,21,29,26,36,0,0,0,0,0,0,0,0,0,0,112,0.475,0.844,0.333,24,49,15
961,2023-12-15,1,0022300326,1610612766,CHA,Charlotte,Hornets,7-16,20,19,37,31,0,0,0,0,0,0,0,0,0,0,107,0.446,0.762,0.29,18,39,8
962,2023-12-15,2,0022300327,1610612765,DET,Detroit,Pistons,2-23,22,17,23,30,0,0,0,0,0,0,0,0,0,0,92,0.432,0.783,0.19,19,42,21
963,2023-12-15,2,0022300327,1610612755,PHI,Philadelphia,76ers,17-7,26,35,33,30,0,0,0,0,0,0,0,0,0,0,124,0.418,0.903,0.378,24,54,11
964,2023-12-15,3,0022300328,1610612754,IND,Indiana,Pacers,13-10,37,18,32,36,0,0,0,0,0,0,0,0,0,0,123,0.449,0.75,0.375,35,41,15
965,2023-12-15,3,0022300328,1610612764,WAS,Washington,Wizards,4-20,30,39,39,29,0,0,0,0,0,0,0,0,0,0,137,0.565,0.769,0.481,36,47,17
966,2023-12-15,4,0022300329,1610612753,ORL,Orlando,Magic,16-8,24,27,27,33,0,0,0,0,0,0,0,0,0,0,111,0.483,0.722,0.4,25,45,21
967,2023-12-15,4,0022300329,1610612738,BOS,Boston,Celtics,19-5,30,34,37,27,0,0,0,0,0,0,0,0,0,0,128,0.522,0.7,0.429,31,34,10
968,2023-12-15,5,0022300330,1610612737,ATL,Atlanta,Hawks,10-14,30,29,28,38,0,0,0,0,0,0,0,0,0,0,125,0.515,0.833,0.39,34,55,12
969,2023-12-15,5,0022300330,1610612761,TOR,Toronto,Raptors,10-15,24,25,29,26,0,0,0,0,0,0,0,0,0,0,104,0.519,0.56,0.323,30,32,14
970,2023-12-15,6,0022300331,1610612747,LAL,Los Angeles,Lakers,15-11,22,40,25,28,0,0,0,0,0,0,0,0,0,0,115,0.483,0.643,0.306,32,43,6
971,2023-12-15,6,0022300331,1610612759,SAS,San Antonio,Spurs,4-20,42,27,29,31,0,0,0,0,0,0,0,0,0,0,129,0.495,0.895,0.429,35,45,8
972,2023-12-15,7,0022300332,1610612745,HOU,Houston,Rockets,13-9,14,31,30,28,0,0,0,0,0,0,0,0,0,0,103,0.364,0.875,0.379,18,51,11
973,2023-12-15,7,0022300332,1610612763,MEM,Memphis,Grizzlies,6-18,29,26,19,22,0,0,0,0,0,0,0,0,0,0,96,0.402,0.733,0.275,19,48,17
974,2023-12-15,8,0022300333,1610612752,NYK,New York,Knicks,14-10,31,32,34,42,0,0,0,0,0,0,0,0,0,0,139,0.598,0.857,0.586,28,38,11
975,2023-12-15,8,0022300333,1610612756,PHX,Phoenix,Suns,13-12,30,38,31,23,0,0,0,0,0,0,0,0,0,0,122,0.522,0.81,0.393,30,33,11
976,2023-12-14,1,0022300319,1610612739,CLE,Cleveland,Cavaliers,13-12,24,30,33,20,0,0,0,0,0,0,0,0,0,0,107,0.482,0.941,0.333,21,39,16
977,2023-12-14,1,0022300319,1610612738,BOS,Boston,Celtics,18-5,33,32,25,26,0,0,0,0,0,0,0,0,0,0,116,0.506,0.85,0.361,22,44,13
978,2023-12-14,2,0022300320,1610612741,CHI,Chicago,Bulls,10-16,36,24,33,31,0,0,0,0,0,0,0,0,0,0,124,0.484,0.667,0.389,32,43,5
979,2023-12-14,2,0022300320,1610612748,MIA,Miami,Heat,14-11,22,34,32,28,0,0,0,0,0,0,0,0,0,0,116,0.463,0.771,0.441,26,42,10
980,2023-12-14,3,0022300321,1610612750,MIN,Minnesota,Timberwolves,18-5,26,33,28,32,0,0,0,0,0,0,0,0,0,0,119,0.5,0.68,0.452,30,45,15
981,2023-12-14,3,0022300321,1610612742,DAL,Dallas,Mavericks,15-9,30,30,22,19,0,0,0,0,0,0,0,0,0,0,101,0.47,0.889,0.219,21,34,15
982,2023-12-14,4,0022300322,1610612751,BKN,Brooklyn,Nets,13-11,22,17,28,34,0,0,0,0,0,0,0,0,0,0,101,0.411,0.75,0.267,28,53,16
983,2023-12-14,4,0022300322,1610612743,DEN,Denver,Nuggets,17-9,29,23,38,34,0,0,0,0,0,0,0,0,0,0,124,0.475,0.857,0.333,31,48,8
984,2023-12-14,5,0022300323,1610612762,UTA,Utah,Jazz,9-16,38,31,34,19,0,0,0,0,0,0,0,0,0,0,122,0.533,0.929,0.333,27,45,11
985,2023-12-14,5,0022300323,1610612757,POR,Portland,Trail Blazers,6-17,30,24,22,38,0,0,0,0,0,0,0,0,0,0,114,0.417,0.667,0.356,30,49,11
986,2023-12-14,6,0022300324,1610612760,OKC,Oklahoma City,Thunder,15-8,30,23,39,31,0,0,0,0,0,0,0,0,0,0,123,0.431,0.889,0.306,26,44,13
987,2023-12-14,6,0022300324,1610612758,SAC,Sacramento,Kings,14-9,29,30,41,28,0,0,0,0,0,0,0,0,0,0,128,0.495,0.762,0.4,32,47,17
988,2023-12-14,7,0022300325,1610612744,GSW,Golden State,Warriors,10-14,28,28,37,20,0,0,0,0,0,0,0,0,0,0,113,0.435,0.895,0.356,22,43,11
989,2023-12-14,7,0022300325,1610612746,LAC,LA,Clippers,14-10,29,40,30,22,0,0,0,0,0,0,0,0,0,0,121,0.506,0.867,0.406,27,40,13
990,2023-12-13,1,0022300310,1610612755,PHI,Philadelphia,76ers,16-7,39,31,34,25,0,0,0,0,0,0,0,0,0,0,129,0.517,0.824,0.367,28,53,10
991,2023-12-13,1,0022300310,1610612765,DET,Detroit,Pistons,2-22,26,30,24,31,0,0,0,0,0,0,0,0,0,0,111,0.443,0.767,0.303,24,35,9
992,2023-12-13,2,0022300311,1610612740,NOP,New Orleans,Pelicans,14-11,28,47,35,32,0,0,0,0,0,0,0,0,0,0,142,0.521,0.867,0.471,30,46,9
993,2023-12-13,2,0022300311,1610612764,WAS,Washington,Wizards,3-20,30,34,29,29,0,0,0,0,0,0,0,0,0,0,122,0.512,0.792,0.432,28,33,15
994,2023-12-13,3,0022300312,1610612766,CHA,Charlotte,Hornets,7-15,23,22,25,34,0,0,0,0,0,0,0,0,0,0,104,0.532,0.909,0.387,27,31,21
995,2023-12-13,3,0022300312,1610612748,MIA,Miami,Heat,14-10,22,34,35,24,0,0,0,0,0,0,0,0,0,0,115,0.477,0.947,0.5,29,47,22
996,2023-12-13,4,0022300313,1610612737,ATL,Atlanta,Hawks,9-14,39,27,29,33,0,0,0,0,0,0,0,0,0,0,128,0.48,0.737,0.439,32,42,7
997,2023-12-13,4,0022300313,1610612761,TOR,Toronto,Raptors,10-14,31,33,39,32,0,0,0,0,0,0,0,0,0,0,135,0.575,0.708,0.529,39,47,14
998,2023-12-13,5,0022300314,1610612763,MEM,Memphis,Grizzlies,6-17,23,20,38,23,0,0,0,0,0,0,0,0,0,0,104,0.427,0.706,0.263,25,39,11
999,2023-12-13,5,0022300314,1610612745,HOU,Houston,Rockets,12-9,29,28,25,35,0,0,0,0,0,0,0,0,0,0,117,0.453,0.73,0.375,23,58,19
1000,2023-12-13,6,0022300315,1610612754,IND,Indiana,Pacers,13-9,33,30,31,32,0,0,0,0,0,0,0,0,0,0,126,0.45,0.781,0.306,30,45,18
1001,2023-12-13,6,0022300315,1610612749,MIL,Milwaukee,Bucks,17-7,36,34,31,39,0,0,0,0,0,0,0,0,0,0,140,0.539,0.771,0.259,27,43,15
1002,2023-12-13,7,0022300316,1610612747,LAL,Los Angeles,Lakers,15-10,34,29,29,30,0,0,0,0,0,0,0,0,0,0,122,0.538,0.588,0.4,31,46,16
1003,2023-12-13,7,0022300316,1610612759,SAS,San Antonio,Spurs,3-20,26,24,24,45,0,0,0,0,0,0,0,0,0,0,119,0.469,0.722,0.432,28,46,17
1004,2023-12-13,8,0022300317,1610612751,BKN,Brooklyn,Nets,13-10,31,33,22,30,0,0,0,0,0,0,0,0,0,0,116,0.461,0.792,0.366,24,36,7
1005,2023-12-13,8,0022300317,1610612756,PHX,Phoenix,Suns,13-11,22,34,32,24,0,0,0,0,0,0,0,0,0,0,112,0.476,0.852,0.321,28,49,12
1006,2023-12-13,9,0022300318,1610612752,NYK,New York,Knicks,13-10,31,19,34,29,0,0,0,0,0,0,0,0,0,0,113,0.436,0.688,0.231,21,46,8
1007,2023-12-13,9,0022300318,1610612762,UTA,Utah,Jazz,8-16,22,30,37,28,0,0,0,0,0,0,0,0,0,0,117,0.439,0.714,0.381,31,53,15
1008,2023-12-12,1,0022300305,1610612739,CLE,Cleveland,Cavaliers,13-11,31,29,32,21,0,0,0,0,0,0,0,0,0,0,113,0.478,0.667,0.422,27,35,12
1009,2023-12-12,1,0022300305,1610612738,BOS,Boston,Celtics,17-5,21,38,35,26,0,0,0,0,0,0,0,0,0,0,120,0.452,1.0,0.409,23,45,13
1010,2023-12-12,2,0022300306,1610612747,LAL,Los Angeles,Lakers,14-10,26,35,34,30,0,0,0,0,0,0,0,0,0,0,125,0.538,0.667,0.517,34,40,15
1011,2023-12-12,2,0022300306,1610612742,DAL,Dallas,Mavericks,15-8,34,37,22,34,0,0,0,0,0,0,0,0,0,0,127,0.494,0.857,0.488,28,36,10
1012,2023-12-12,3,0022300307,1610612743,DEN,Denver,Nuggets,16-9,32,25,35,22,0,0,0,0,0,0,0,0,0,0,114,0.47,0.688,0.467,28,46,10
1013,2023-12-12,3,0022300307,1610612741,CHI,Chicago,Bulls,9-16,25,25,30,26,0,0,0,0,0,0,0,0,0,0,106,0.419,0.913,0.325,26,41,12
1014,2023-12-12,4,0022300308,1610612744,GSW,Golden State,Warriors,10-13,25,31,31,29,0,0,0,0,0,0,0,0,0,0,116,0.446,0.667,0.348,26,51,15
1015,2023-12-12,4,0022300308,1610612756,PHX,Phoenix,Suns,13-10,25,28,35,31,0,0,0,0,0,0,0,0,0,0,119,0.452,0.853,0.359,27,41,14
1016,2023-12-12,5,0022300309,1610612758,SAC,Sacramento,Kings,13-9,24,24,22,29,0,0,0,0,0,0,0,0,0,0,99,0.419,0.708,0.27,27,38,14
1017,2023-12-12,5,0022300309,1610612746,LAC,LA,Clippers,13-10,32,38,29,20,0,0,0,0,0,0,0,0,0,0,119,0.524,0.952,0.379,21,49,15
1018,2023-12-11,1,0022300292,1610612748,MIA,Miami,Heat,13-10,29,30,30,27,0,0,0,0,0,0,0,0,0,0,116,0.481,0.794,0.429,31,43,10
1019,2023-12-11,1,0022300292,1610612766,CHA,Charlotte,Hornets,7-14,24,26,27,37,0,0,0,0,0,0,0,0,0,0,114,0.476,0.773,0.415,31,31,10
1020,2023-12-11,2,0022300293,1610612754,IND,Indiana,Pacers,13-8,33,33,32,33,0,0,0,0,0,0,0,0,0,0,131,0.565,0.737,0.419,33,43,18
1021,2023-12-11,2,0022300293,1610612765,DET,Detroit,Pistons,2-21,36,25,32,30,0,0,0,0,0,0,0,0,0,0,123,0.556,0.767,0.345,26,30,14
1022,2023-12-11,3,0022300294,1610612739,CLE,Cleveland,Cavaliers,13-10,29,25,15,25,0,0,0,0,0,0,0,0,0,0,94,0.353,0.758,0.225,15,48,14
1023,2023-12-11,3,0022300294,1610612753,ORL,Orlando,Magic,16-7,22,29,30,23,0,0,0,0,0,0,0,0,0,0,104,0.464,0.76,0.269,22,43,12
1024,2023-12-11,4,0022300295,1610612764,WAS,Washington,Wizards,3-19,27,19,21,34,0,0,0,0,0,0,0,0,0,0,101,0.424,0.645,0.29,21,44,22
1025,2023-12-11,4,0022300295,1610612755,PHI,Philadelphia,76ers,15-7,43,32,37,34,0,0,0,0,0,0,0,0,0,0,146,0.547,0.88,0.435,37,47,13
1026,2023-12-11,5,0022300296,1610612743,DEN,Denver,Nuggets,15-9,28,37,38,26,0,0,0,0,0,0,0,0,0,0,129,0.534,0.793,0.414,29,49,16
1027,2023-12-11,5,0022300296,1610612737,ATL,Atlanta,Hawks,9-13,36,26,24,36,0,0,0,0,0,0,0,0,0,0,122,0.458,0.944,0.386,25,35,10
1028,2023-12-11,6,0022300297,1610612761,TOR,Toronto,Raptors,9-14,35,25,37,33,0,0,0,0,0,0,0,0,0,0,130,0.49,0.733,0.359,32,38,10
1029,2023-12-11,6,0022300297,1610612752,NYK,New York,Knicks,13-9,35,31,32,38,0,0,0,0,0,0,0,0,0,0,136,0.605,0.652,0.586,36,42,15
1030,2023-12-11,7,0022300298,1610612759,SAS,San Antonio,Spurs,3-19,21,26,15,20,0,0,0,0,0,0,0,0,0,0,82,0.356,0.682,0.122,20,51,17
1031,2023-12-11,7,0022300298,1610612745,HOU,Houston,Rockets,11-9,19,32,18,24,0,0,0,0,0,0,0,0,0,0,93,0.344,0.85,0.308,20,60,16
1032,2023-12-11,8,0022300299,1610612742,DAL,Dallas,Mavericks,14-8,29,38,29,24,0,0,0,0,0,0,0,0,0,0,120,0.5,0.895,0.425,27,43,17
1033,2023-12-11,8,0022300299,1610612763,MEM,Memphis,Grizzlies,6-16,24,27,28,34,0,0,0,0,0,0,0,0,0,0,113,0.461,0.813,0.409,26,38,17
1034,2023-12-11,9,0022300300,1610612741,CHI,Chicago,Bulls,9-15,32,33,24,29,11,0,0,0,0,0,0,0,0,0,129,0.412,0.8,0.441,25,51,6
1035,2023-12-11,9,0022300300,1610612749,MIL,Milwaukee,Bucks,16-7,37,37,17,27,15,0,0,0,0,0,0,0,0,0,133,0.512,0.811,0.405,34,48,11
1036,2023-12-11,10,0022300301,1610612750,MIN,Minnesota,Timberwolves,17-5,29,23,34,21,0,0,0,0,0,0,0,0,0,0,107,0.44,0.737,0.361,26,47,11
1037,2023-12-11,10,0022300301,1610612740,NOP,New Orleans,Pelicans,13-11,29,30,31,31,0,0,0,0,0,0,0,0,0,0,121,0.488,0.775,0.37,27,47,13
1038,2023-12-11,11,0022300302,1610612762,UTA,Utah,Jazz,7-16,20,32,23,45,0,0,0,0,0,0,0,0,0,0,120,0.478,0.952,0.316,32,41,15
1039,2023-12-11,11,0022300302,1610612760,OKC,Oklahoma City,Thunder,15-7,34,32,45,23,0,0,0,0,0,0,0,0,0,0,134,0.521,0.941,0.474,35,39,12
1040,2023-12-11,12,0022300303,1610612751,BKN,Brooklyn,Nets,12-10,18,30,37,33,0,0,0,0,0,0,0,0,0,0,118,0.477,0.952,0.483,24,41,13
1041,2023-12-11,12,0022300303,1610612758,SAC,Sacramento,Kings,13-8,26,28,44,33,0,0,0,0,0,0,0,0,0,0,131,0.511,0.714,0.556,38,43,13
1042,2023-12-11,13,0022300304,1610612757,POR,Portland,Trail Blazers,6-16,32,33,34,28,0,0,0,0,0,0,0,0,0,0,127,0.478,0.846,0.475,25,36,12
1043,2023-12-11,13,0022300304,1610612746,LAC,LA,Clippers,12-10,43,23,39,27,0,0,0,0,0,0,0,0,0,0,132,0.551,0.955,0.382,33,35,9
1044,2023-12-09,1,0062300001,1610612754,IND,Indiana,Pacers,0-1,29,31,22,27,0,0,0,0,0,0,0,0,0,0,109,0.368,0.879,0.244,27,32,9
1045,2023-12-09,1,0062300001,1610612747,LAL,Los Angeles,Lakers,1-0,34,31,25,33,0,0,0,0,0,0,0,0,0,0,123,0.534,0.771,0.154,25,55,18
1046,2023-12-08,1,0022301216,1610612761,TOR,Toronto,Raptors,9-13,22,32,23,39,0,0,0,0,0,0,0,0,0,0,116,0.505,0.762,0.188,32,42,14
1047,2023-12-08,1,0022301216,1610612766,CHA,Charlotte,Hornets,7-13,35,31,24,29,0,0,0,0,0,0,0,0,0,0,119,0.557,0.9,0.52,30,31,15
1048,2023-12-08,2,0022301217,1610612765,DET,Detroit,Pistons,2-20,23,21,24,23,0,0,0,0,0,0,0,0,0,0,91,0.42,0.708,0.2,17,38,15
1049,2023-12-08,2,0022301217,1610612753,ORL,Orlando,Magic,15-7,28,30,35,30,0,0,0,0,0,0,0,0,0,0,123,0.551,0.789,0.385,26,45,9
1050,2023-12-08,3,0022301218,1610612737,ATL,Atlanta,Hawks,9-12,23,45,24,22,0,0,0,0,0,0,0,0,0,0,114,0.394,0.905,0.333,20,55,13
1051,2023-12-08,3,0022301218,1610612755,PHI,Philadelphia,76ers,14-7,35,27,31,32,0,0,0,0,0,0,0,0,0,0,125,0.483,0.811,0.367,24,48,10
1052,2023-12-08,4,0022301219,1610612764,WAS,Washington,Wizards,3-18,18,29,24,26,0,0,0,0,0,0,0,0,0,0,97,0.418,0.714,0.182,19,41,16
1053,2023-12-08,4,0022301219,1610612751,BKN,Brooklyn,Nets,12-9,26,24,40,34,0,0,0,0,0,0,0,0,0,0,124,0.481,0.778,0.303,27,55,10
1054,2023-12-08,5,0022301227,1610612752,NYK,New York,Knicks,12-9,32,33,30,28,0,0,0,0,0,0,0,0,0,0,123,0.5,0.741,0.405,28,44,13
1055,2023-12-08,5,0022301227,1610612738,BOS,Boston,Celtics,16-5,33,41,35,24,0,0,0,0,0,0,0,0,0,0,133,0.527,0.857,0.404,24,34,7
1056,2023-12-08,6,0022301220,1610612739,CLE,Cleveland,Cavaliers,13-9,17,36,35,23,0,0,0,0,0,0,0,0,0,0,111,0.46,0.654,0.368,21,51,13
1057,2023-12-08,6,0022301220,1610612748,MIA,Miami,Heat,12-10,25,27,23,24,0,0,0,0,0,0,0,0,0,0,99,0.43,0.667,0.357,23,37,18
1058,2023-12-08,7,0022301221,1610612750,MIN,Minnesota,Timberwolves,17-4,33,27,38,29,0,0,0,0,0,0,0,0,0,0,127,0.5,0.923,0.395,30,54,13
1059,2023-12-08,7,0022301221,1610612763,MEM,Memphis,Grizzlies,6-15,31,24,24,24,0,0,0,0,0,0,0,0,0,0,103,0.43,0.737,0.429,24,28,9
1060,2023-12-08,8,0022301222,1610612744,GSW,Golden State,Warriors,10-12,28,34,22,34,18,0,0,0,0,0,0,0,0,0,136,0.471,0.826,0.396,29,60,28
1061,2023-12-08,8,0022301222,1610612760,OKC,Oklahoma City,Thunder,14-7,19,37,33,29,20,0,0,0,0,0,0,0,0,0,138,0.52,0.861,0.172,15,39,9
1062,2023-12-08,9,0022301223,1610612741,CHI,Chicago,Bulls,9-14,24,28,35,34,0,0,0,0,0,0,0,0,0,0,121,0.461,0.583,0.464,27,56,7
1063,2023-12-08,9,0022301223,1610612759,SAS,San Antonio,Spurs,3-18,33,30,20,29,0,0,0,0,0,0,0,0,0,0,112,0.47,0.85,0.405,35,44,12
1064,2023-12-08,10,0022301224,1610612745,HOU,Houston,Rockets,10-9,27,25,40,22,0,0,0,0,0,0,0,0,0,0,114,0.427,0.738,0.333,21,47,9
1065,2023-12-08,10,0022301224,1610612743,DEN,Denver,Nuggets,14-9,22,26,26,32,0,0,0,0,0,0,0,0,0,0,106,0.422,0.741,0.357,22,47,10
1066,2023-12-08,11,0022301228,1610612758,SAC,Sacramento,Kings,12-8,24,26,33,31,0,0,0,0,0,0,0,0,0,0,114,0.457,0.8,0.359,25,50,12
1067,2023-12-08,11,0022301228,1610612756,PHX,Phoenix,Suns,12-10,26,33,12,35,0,0,0,0,0,0,0,0,0,0,106,0.482,0.652,0.344,26,40,11
1068,2023-12-08,12,0022301225,1610612746,LAC,LA,Clippers,11-10,32,27,29,29,0,0,0,0,0,0,0,0,0,0,117,0.489,0.762,0.441,23,40,12
1069,2023-12-08,12,0022301225,1610612762,UTA,Utah,Jazz,7-15,26,20,29,28,0,0,0,0,0,0,0,0,0,0,103,0.452,0.75,0.29,23,40,13
1070,2023-12-08,13,0022301226,1610612742,DAL,Dallas,Mavericks,13-8,37,34,26,28,0,0,0,0,0,0,0,0,0,0,125,0.516,0.864,0.308,26,42,15
1071,2023-12-08,13,0022301226,1610612757,POR,Portland,Trail Blazers,6-15,22,38,30,22,0,0,0,0,0,0,0,0,0,0,112,0.371,0.889,0.34,20,48,15
1072,2023-12-07,1,0022301229,1610612754,IND,Indiana,Pacers,12-8,27,36,28,37,0,0,0,0,0,0,0,0,0,0,128,0.49,0.84,0.212,30,51,9
1073,2023-12-07,1,0022301229,1610612749,MIL,Milwaukee,Bucks,15-7,29,22,43,25,0,0,0,0,0,0,0,0,0,0,119,0.448,0.75,0.364,19,46,12
